"","X1","X2","Y","predY100","predY25","predY50","predY200","predY400","predY800","predY1600","predY3200"
"1799",0,0,2,2,2,2,2,1,1,1,1
"2533",1,0,2,2,2,2,2,2,2,2,2
"2534",1,0,2,2,2,2,2,2,2,2,2
"1800",0,0,0,2,2,2,2,1,1,1,1
"1801",0,0,1,2,2,2,2,1,1,1,1
"1802",0,0,0,2,2,2,2,1,1,1,1
"1803",0,0,1,2,2,2,2,1,1,1,1
"2535",1,0,2,2,2,2,2,2,2,2,2
"3735",0,1,0,0,0,0,0,0,0,0,0
"4297",1,1,1,0,2,0,0,0,0,0,0
"1804",0,0,1,2,2,2,2,1,1,1,1
"2536",1,0,0,2,2,2,2,2,2,2,2
"3736",0,1,0,0,0,0,0,0,0,0,0
"4298",1,1,0,0,2,0,0,0,0,0,0
"3737",0,1,0,0,0,0,0,0,0,0,0
"3738",0,1,0,0,0,0,0,0,0,0,0
"3739",0,1,0,0,0,0,0,0,0,0,0
"2537",1,0,2,2,2,2,2,2,2,2,2
"4299",1,1,0,0,2,0,0,0,0,0,0
"3740",0,1,2,0,0,0,0,0,0,0,0
"3741",0,1,2,0,0,0,0,0,0,0,0
"3742",0,1,2,0,0,0,0,0,0,0,0
"3743",0,1,0,0,0,0,0,0,0,0,0
"4300",1,1,1,0,2,0,0,0,0,0,0
"1805",0,0,1,2,2,2,2,1,1,1,1
"1806",0,0,1,2,2,2,2,1,1,1,1
"1807",0,0,1,2,2,2,2,1,1,1,1
"3744",0,1,0,0,0,0,0,0,0,0,0
"1808",0,0,0,2,2,2,2,1,1,1,1
"1809",0,0,2,2,2,2,2,1,1,1,1
"3745",0,1,2,0,0,0,0,0,0,0,0
"3746",0,1,0,0,0,0,0,0,0,0,0
"2538",1,0,1,2,2,2,2,2,2,2,2
"5236",0,2,1,2,2,2,2,2,2,2,2
"5237",0,2,1,2,2,2,2,2,2,2,2
"2539",1,0,0,2,2,2,2,2,2,2,2
"3747",0,1,2,0,0,0,0,0,0,0,0
"2540",1,0,0,2,2,2,2,2,2,2,2
"3748",0,1,2,0,0,0,0,0,0,0,0
"6100",1,2,0,2,2,2,2,2,2,2,2
"2541",1,0,0,2,2,2,2,2,2,2,2
"4301",1,1,0,0,2,0,0,0,0,0,0
"6101",1,2,0,2,2,2,2,2,2,2,2
"1810",0,0,1,2,2,2,2,1,1,1,1
"1811",0,0,0,2,2,2,2,1,1,1,1
"1812",0,0,1,2,2,2,2,1,1,1,1
"2542",1,0,2,2,2,2,2,2,2,2,2
"5238",0,2,1,2,2,2,2,2,2,2,2
"1813",0,0,1,2,2,2,2,1,1,1,1
"3749",0,1,0,0,0,0,0,0,0,0,0
"3750",0,1,2,0,0,0,0,0,0,0,0
"2543",1,0,2,2,2,2,2,2,2,2,2
"1814",0,0,1,2,2,2,2,1,1,1,1
"1815",0,0,0,2,2,2,2,1,1,1,1
"5239",0,2,2,2,2,2,2,2,2,2,2
"3751",0,1,0,0,0,0,0,0,0,0,0
"2544",1,0,1,2,2,2,2,2,2,2,2
"5240",0,2,2,2,2,2,2,2,2,2,2
"2545",1,0,2,2,2,2,2,2,2,2,2
"1816",0,0,1,2,2,2,2,1,1,1,1
"4302",1,1,0,0,2,0,0,0,0,0,0
"3752",0,1,0,0,0,0,0,0,0,0,0
"1817",0,0,1,2,2,2,2,1,1,1,1
"3753",0,1,0,0,0,0,0,0,0,0,0
"1818",0,0,1,2,2,2,2,1,1,1,1
"1819",0,0,0,2,2,2,2,1,1,1,1
"1820",0,0,0,2,2,2,2,1,1,1,1
"1821",0,0,1,2,2,2,2,1,1,1,1
"4303",1,1,1,0,2,0,0,0,0,0,0
"2546",1,0,2,2,2,2,2,2,2,2,2
"4304",1,1,0,0,2,0,0,0,0,0,0
"1822",0,0,1,2,2,2,2,1,1,1,1
"5241",0,2,1,2,2,2,2,2,2,2,2
"1823",0,0,1,2,2,2,2,1,1,1,1
"3754",0,1,0,0,0,0,0,0,0,0,0
"3755",0,1,2,0,0,0,0,0,0,0,0
"3756",0,1,0,0,0,0,0,0,0,0,0
"5242",0,2,2,2,2,2,2,2,2,2,2
"4305",1,1,1,0,2,0,0,0,0,0,0
"3757",0,1,0,0,0,0,0,0,0,0,0
"1824",0,0,1,2,2,2,2,1,1,1,1
"1825",0,0,1,2,2,2,2,1,1,1,1
"2547",1,0,1,2,2,2,2,2,2,2,2
"2548",1,0,0,2,2,2,2,2,2,2,2
"1826",0,0,0,2,2,2,2,1,1,1,1
"1827",0,0,1,2,2,2,2,1,1,1,1
"1828",0,0,1,2,2,2,2,1,1,1,1
"3758",0,1,2,0,0,0,0,0,0,0,0
"4306",1,1,1,0,2,0,0,0,0,0,0
"3759",0,1,0,0,0,0,0,0,0,0,0
"1829",0,0,1,2,2,2,2,1,1,1,1
"3760",0,1,2,0,0,0,0,0,0,0,0
"5243",0,2,1,2,2,2,2,2,2,2,2
"4307",1,1,0,0,2,0,0,0,0,0,0
"1830",0,0,1,2,2,2,2,1,1,1,1
"5244",0,2,2,2,2,2,2,2,2,2,2
"1831",0,0,1,2,2,2,2,1,1,1,1
"2549",1,0,0,2,2,2,2,2,2,2,2
"3761",0,1,2,0,0,0,0,0,0,0,0
"1832",0,0,1,2,2,2,2,1,1,1,1
"1833",0,0,0,2,2,2,2,1,1,1,1
"2550",1,0,0,2,2,2,2,2,2,2,2
"2551",1,0,2,2,2,2,2,2,2,2,2
"4308",1,1,0,0,2,0,0,0,0,0,0
"1834",0,0,0,2,2,2,2,1,1,1,1
"2552",1,0,1,2,2,2,2,2,2,2,2
"1835",0,0,0,2,2,2,2,1,1,1,1
"1836",0,0,1,2,2,2,2,1,1,1,1
"1837",0,0,1,2,2,2,2,1,1,1,1
"3762",0,1,2,0,0,0,0,0,0,0,0
"1838",0,0,1,2,2,2,2,1,1,1,1
"3763",0,1,2,0,0,0,0,0,0,0,0
"3764",0,1,0,0,0,0,0,0,0,0,0
"3765",0,1,0,0,0,0,0,0,0,0,0
"1839",0,0,0,2,2,2,2,1,1,1,1
"1840",0,0,1,2,2,2,2,1,1,1,1
"5245",0,2,2,2,2,2,2,2,2,2,2
"3766",0,1,0,0,0,0,0,0,0,0,0
"5246",0,2,1,2,2,2,2,2,2,2,2
"2553",1,0,1,2,2,2,2,2,2,2,2
"1841",0,0,1,2,2,2,2,1,1,1,1
"5247",0,2,1,2,2,2,2,2,2,2,2
"4309",1,1,1,0,2,0,0,0,0,0,0
"1842",0,0,0,2,2,2,2,1,1,1,1
"2554",1,0,2,2,2,2,2,2,2,2,2
"2555",1,0,2,2,2,2,2,2,2,2,2
"5248",0,2,1,2,2,2,2,2,2,2,2
"3767",0,1,1,0,0,0,0,0,0,0,0
"3768",0,1,0,0,0,0,0,0,0,0,0
"6102",1,2,0,2,2,2,2,2,2,2,2
"1843",0,0,1,2,2,2,2,1,1,1,1
"1844",0,0,1,2,2,2,2,1,1,1,1
"4310",1,1,0,0,2,0,0,0,0,0,0
"1845",0,0,1,2,2,2,2,1,1,1,1
"2556",1,0,2,2,2,2,2,2,2,2,2
"3769",0,1,2,0,0,0,0,0,0,0,0
"4311",1,1,0,0,2,0,0,0,0,0,0
"5249",0,2,1,2,2,2,2,2,2,2,2
"3770",0,1,1,0,0,0,0,0,0,0,0
"1846",0,0,1,2,2,2,2,1,1,1,1
"3771",0,1,0,0,0,0,0,0,0,0,0
"3772",0,1,2,0,0,0,0,0,0,0,0
"2557",1,0,2,2,2,2,2,2,2,2,2
"3773",0,1,0,0,0,0,0,0,0,0,0
"2558",1,0,2,2,2,2,2,2,2,2,2
"1847",0,0,1,2,2,2,2,1,1,1,1
"3774",0,1,0,0,0,0,0,0,0,0,0
"3775",0,1,2,0,0,0,0,0,0,0,0
"5250",0,2,1,2,2,2,2,2,2,2,2
"2559",1,0,2,2,2,2,2,2,2,2,2
"1848",0,0,2,2,2,2,2,1,1,1,1
"5251",0,2,2,2,2,2,2,2,2,2,2
"4312",1,1,0,0,2,0,0,0,0,0,0
"2560",1,0,2,2,2,2,2,2,2,2,2
"4313",1,1,1,0,2,0,0,0,0,0,0
"2561",1,0,2,2,2,2,2,2,2,2,2
"5252",0,2,2,2,2,2,2,2,2,2,2
"2562",1,0,2,2,2,2,2,2,2,2,2
"3776",0,1,0,0,0,0,0,0,0,0,0
"5253",0,2,2,2,2,2,2,2,2,2,2
"1849",0,0,1,2,2,2,2,1,1,1,1
"3777",0,1,0,0,0,0,0,0,0,0,0
"2563",1,0,0,2,2,2,2,2,2,2,2
"4314",1,1,0,0,2,0,0,0,0,0,0
"4315",1,1,1,0,2,0,0,0,0,0,0
"2564",1,0,2,2,2,2,2,2,2,2,2
"2565",1,0,1,2,2,2,2,2,2,2,2
"2566",1,0,2,2,2,2,2,2,2,2,2
"3778",0,1,0,0,0,0,0,0,0,0,0
"6103",1,2,0,2,2,2,2,2,2,2,2
"5254",0,2,2,2,2,2,2,2,2,2,2
"1850",0,0,1,2,2,2,2,1,1,1,1
"3779",0,1,0,0,0,0,0,0,0,0,0
"3780",0,1,2,0,0,0,0,0,0,0,0
"3781",0,1,0,0,0,0,0,0,0,0,0
"1851",0,0,1,2,2,2,2,1,1,1,1
"1852",0,0,1,2,2,2,2,1,1,1,1
"4316",1,1,1,0,2,0,0,0,0,0,0
"4317",1,1,0,0,2,0,0,0,0,0,0
"3782",0,1,0,0,0,0,0,0,0,0,0
"5255",0,2,2,2,2,2,2,2,2,2,2
"3783",0,1,1,0,0,0,0,0,0,0,0
"2567",1,0,0,2,2,2,2,2,2,2,2
"2568",1,0,2,2,2,2,2,2,2,2,2
"1853",0,0,2,2,2,2,2,1,1,1,1
"2569",1,0,2,2,2,2,2,2,2,2,2
"3784",0,1,2,0,0,0,0,0,0,0,0
"3785",0,1,0,0,0,0,0,0,0,0,0
"2570",1,0,2,2,2,2,2,2,2,2,2
"3786",0,1,2,0,0,0,0,0,0,0,0
"1854",0,0,1,2,2,2,2,1,1,1,1
"5256",0,2,2,2,2,2,2,2,2,2,2
"1855",0,0,1,2,2,2,2,1,1,1,1
"3787",0,1,0,0,0,0,0,0,0,0,0
"1856",0,0,1,2,2,2,2,1,1,1,1
"1857",0,0,0,2,2,2,2,1,1,1,1
"3788",0,1,2,0,0,0,0,0,0,0,0
"1858",0,0,1,2,2,2,2,1,1,1,1
"1859",0,0,1,2,2,2,2,1,1,1,1
"5257",0,2,1,2,2,2,2,2,2,2,2
"1860",0,0,0,2,2,2,2,1,1,1,1
"4318",1,1,0,0,2,0,0,0,0,0,0
"2571",1,0,0,2,2,2,2,2,2,2,2
"3789",0,1,2,0,0,0,0,0,0,0,0
"4319",1,1,0,0,2,0,0,0,0,0,0
"1861",0,0,1,2,2,2,2,1,1,1,1
"3790",0,1,2,0,0,0,0,0,0,0,0
"2572",1,0,1,2,2,2,2,2,2,2,2
"2573",1,0,2,2,2,2,2,2,2,2,2
"2574",1,0,2,2,2,2,2,2,2,2,2
"5258",0,2,2,2,2,2,2,2,2,2,2
"1862",0,0,0,2,2,2,2,1,1,1,1
"1863",0,0,1,2,2,2,2,1,1,1,1
"1864",0,0,1,2,2,2,2,1,1,1,1
"3791",0,1,0,0,0,0,0,0,0,0,0
"3792",0,1,2,0,0,0,0,0,0,0,0
"1865",0,0,1,2,2,2,2,1,1,1,1
"1866",0,0,1,2,2,2,2,1,1,1,1
"5259",0,2,2,2,2,2,2,2,2,2,2
"1867",0,0,1,2,2,2,2,1,1,1,1
"4320",1,1,1,0,2,0,0,0,0,0,0
"4321",1,1,0,0,2,0,0,0,0,0,0
"2575",1,0,1,2,2,2,2,2,2,2,2
"1868",0,0,0,2,2,2,2,1,1,1,1
"3793",0,1,2,0,0,0,0,0,0,0,0
"2576",1,0,0,2,2,2,2,2,2,2,2
"2577",1,0,1,2,2,2,2,2,2,2,2
"4322",1,1,0,0,2,0,0,0,0,0,0
"1869",0,0,1,2,2,2,2,1,1,1,1
"3794",0,1,2,0,0,0,0,0,0,0,0
"2578",1,0,2,2,2,2,2,2,2,2,2
"5260",0,2,2,2,2,2,2,2,2,2,2
"1870",0,0,1,2,2,2,2,1,1,1,1
"3795",0,1,0,0,0,0,0,0,0,0,0
"3796",0,1,0,0,0,0,0,0,0,0,0
"3797",0,1,0,0,0,0,0,0,0,0,0
"4323",1,1,1,0,2,0,0,0,0,0,0
"3798",0,1,0,0,0,0,0,0,0,0,0
"5261",0,2,1,2,2,2,2,2,2,2,2
"2579",1,0,2,2,2,2,2,2,2,2,2
"6104",1,2,0,2,2,2,2,2,2,2,2
"3799",0,1,1,0,0,0,0,0,0,0,0
"1871",0,0,1,2,2,2,2,1,1,1,1
"4324",1,1,0,0,2,0,0,0,0,0,0
"3800",0,1,2,0,0,0,0,0,0,0,0
"6105",1,2,0,2,2,2,2,2,2,2,2
"5262",0,2,1,2,2,2,2,2,2,2,2
"4325",1,1,0,0,2,0,0,0,0,0,0
"1872",0,0,1,2,2,2,2,1,1,1,1
"3801",0,1,2,0,0,0,0,0,0,0,0
"3802",0,1,2,0,0,0,0,0,0,0,0
"3803",0,1,0,0,0,0,0,0,0,0,0
"5263",0,2,1,2,2,2,2,2,2,2,2
"1873",0,0,1,2,2,2,2,1,1,1,1
"1874",0,0,1,2,2,2,2,1,1,1,1
"2580",1,0,2,2,2,2,2,2,2,2,2
"5264",0,2,2,2,2,2,2,2,2,2,2
"1875",0,0,0,2,2,2,2,1,1,1,1
"4326",1,1,0,0,2,0,0,0,0,0,0
"1876",0,0,0,2,2,2,2,1,1,1,1
"5265",0,2,1,2,2,2,2,2,2,2,2
"2581",1,0,2,2,2,2,2,2,2,2,2
"2582",1,0,2,2,2,2,2,2,2,2,2
"3804",0,1,0,0,0,0,0,0,0,0,0
"6106",1,2,0,2,2,2,2,2,2,2,2
"3805",0,1,2,0,0,0,0,0,0,0,0
"3806",0,1,0,0,0,0,0,0,0,0,0
"4327",1,1,0,0,2,0,0,0,0,0,0
"5266",0,2,2,2,2,2,2,2,2,2,2
"6107",1,2,0,2,2,2,2,2,2,2,2
"3807",0,1,0,0,0,0,0,0,0,0,0
"3808",0,1,2,0,0,0,0,0,0,0,0
"5267",0,2,2,2,2,2,2,2,2,2,2
"3809",0,1,2,0,0,0,0,0,0,0,0
"4328",1,1,1,0,2,0,0,0,0,0,0
"1877",0,0,0,2,2,2,2,1,1,1,1
"4329",1,1,0,0,2,0,0,0,0,0,0
"3810",0,1,0,0,0,0,0,0,0,0,0
"2583",1,0,2,2,2,2,2,2,2,2,2
"4330",1,1,0,0,2,0,0,0,0,0,0
"2584",1,0,1,2,2,2,2,2,2,2,2
"1878",0,0,2,2,2,2,2,1,1,1,1
"2585",1,0,2,2,2,2,2,2,2,2,2
"2586",1,0,0,2,2,2,2,2,2,2,2
"1879",0,0,1,2,2,2,2,1,1,1,1
"3811",0,1,1,0,0,0,0,0,0,0,0
"4331",1,1,0,0,2,0,0,0,0,0,0
"3812",0,1,0,0,0,0,0,0,0,0,0
"3813",0,1,0,0,0,0,0,0,0,0,0
"2587",1,0,0,2,2,2,2,2,2,2,2
"2588",1,0,2,2,2,2,2,2,2,2,2
"3814",0,1,2,0,0,0,0,0,0,0,0
"4332",1,1,0,0,2,0,0,0,0,0,0
"1880",0,0,2,2,2,2,2,1,1,1,1
"1881",0,0,1,2,2,2,2,1,1,1,1
"3815",0,1,0,0,0,0,0,0,0,0,0
"4333",1,1,1,0,2,0,0,0,0,0,0
"3816",0,1,2,0,0,0,0,0,0,0,0
"3817",0,1,1,0,0,0,0,0,0,0,0
"3818",0,1,0,0,0,0,0,0,0,0,0
"3819",0,1,0,0,0,0,0,0,0,0,0
"1882",0,0,0,2,2,2,2,1,1,1,1
"3820",0,1,1,0,0,0,0,0,0,0,0
"6108",1,2,0,2,2,2,2,2,2,2,2
"2589",1,0,2,2,2,2,2,2,2,2,2
"3821",0,1,0,0,0,0,0,0,0,0,0
"3822",0,1,0,0,0,0,0,0,0,0,0
"2590",1,0,0,2,2,2,2,2,2,2,2
"3823",0,1,0,0,0,0,0,0,0,0,0
"1883",0,0,1,2,2,2,2,1,1,1,1
"4334",1,1,0,0,2,0,0,0,0,0,0
"1884",0,0,1,2,2,2,2,1,1,1,1
"1885",0,0,1,2,2,2,2,1,1,1,1
"4335",1,1,0,0,2,0,0,0,0,0,0
"2591",1,0,1,2,2,2,2,2,2,2,2
"6109",1,2,0,2,2,2,2,2,2,2,2
"5268",0,2,2,2,2,2,2,2,2,2,2
"2592",1,0,2,2,2,2,2,2,2,2,2
"1886",0,0,0,2,2,2,2,1,1,1,1
"3824",0,1,0,0,0,0,0,0,0,0,0
"5269",0,2,1,2,2,2,2,2,2,2,2
"5270",0,2,2,2,2,2,2,2,2,2,2
"1887",0,0,0,2,2,2,2,1,1,1,1
"1888",0,0,1,2,2,2,2,1,1,1,1
"1889",0,0,1,2,2,2,2,1,1,1,1
"3825",0,1,2,0,0,0,0,0,0,0,0
"1890",0,0,2,2,2,2,2,1,1,1,1
"2593",1,0,1,2,2,2,2,2,2,2,2
"5271",0,2,2,2,2,2,2,2,2,2,2
"3826",0,1,1,0,0,0,0,0,0,0,0
"5272",0,2,2,2,2,2,2,2,2,2,2
"3827",0,1,0,0,0,0,0,0,0,0,0
"2594",1,0,2,2,2,2,2,2,2,2,2
"2595",1,0,2,2,2,2,2,2,2,2,2
"3828",0,1,2,0,0,0,0,0,0,0,0
"1891",0,0,0,2,2,2,2,1,1,1,1
"5273",0,2,1,2,2,2,2,2,2,2,2
"1892",0,0,1,2,2,2,2,1,1,1,1
"3829",0,1,0,0,0,0,0,0,0,0,0
"2596",1,0,0,2,2,2,2,2,2,2,2
"2597",1,0,2,2,2,2,2,2,2,2,2
"6110",1,2,0,2,2,2,2,2,2,2,2
"1893",0,0,1,2,2,2,2,1,1,1,1
"4336",1,1,1,0,2,0,0,0,0,0,0
"5274",0,2,2,2,2,2,2,2,2,2,2
"2598",1,0,0,2,2,2,2,2,2,2,2
"3830",0,1,2,0,0,0,0,0,0,0,0
"1894",0,0,0,2,2,2,2,1,1,1,1
"6111",1,2,0,2,2,2,2,2,2,2,2
"4337",1,1,0,0,2,0,0,0,0,0,0
"3831",0,1,2,0,0,0,0,0,0,0,0
"2599",1,0,1,2,2,2,2,2,2,2,2
"2600",1,0,0,2,2,2,2,2,2,2,2
"4338",1,1,0,0,2,0,0,0,0,0,0
"1895",0,0,0,2,2,2,2,1,1,1,1
"2601",1,0,2,2,2,2,2,2,2,2,2
"1896",0,0,1,2,2,2,2,1,1,1,1
"1897",0,0,2,2,2,2,2,1,1,1,1
"2602",1,0,2,2,2,2,2,2,2,2,2
"1898",0,0,1,2,2,2,2,1,1,1,1
"3832",0,1,0,0,0,0,0,0,0,0,0
"5275",0,2,1,2,2,2,2,2,2,2,2
"3833",0,1,0,0,0,0,0,0,0,0,0
"4339",1,1,0,0,2,0,0,0,0,0,0
"3834",0,1,2,0,0,0,0,0,0,0,0
"2603",1,0,2,2,2,2,2,2,2,2,2
"1899",0,0,0,2,2,2,2,1,1,1,1
"1900",0,0,1,2,2,2,2,1,1,1,1
"4340",1,1,0,0,2,0,0,0,0,0,0
"1901",0,0,2,2,2,2,2,1,1,1,1
"2604",1,0,1,2,2,2,2,2,2,2,2
"3835",0,1,0,0,0,0,0,0,0,0,0
"1902",0,0,1,2,2,2,2,1,1,1,1
"4341",1,1,1,0,2,0,0,0,0,0,0
"1903",0,0,0,2,2,2,2,1,1,1,1
"5276",0,2,1,2,2,2,2,2,2,2,2
"1904",0,0,1,2,2,2,2,1,1,1,1
"3836",0,1,2,0,0,0,0,0,0,0,0
"4342",1,1,0,0,2,0,0,0,0,0,0
"2605",1,0,2,2,2,2,2,2,2,2,2
"4343",1,1,1,0,2,0,0,0,0,0,0
"1905",0,0,0,2,2,2,2,1,1,1,1
"3837",0,1,1,0,0,0,0,0,0,0,0
"1906",0,0,1,2,2,2,2,1,1,1,1
"1907",0,0,1,2,2,2,2,1,1,1,1
"2606",1,0,0,2,2,2,2,2,2,2,2
"3838",0,1,0,0,0,0,0,0,0,0,0
"3839",0,1,0,0,0,0,0,0,0,0,0
"4344",1,1,0,0,2,0,0,0,0,0,0
"2607",1,0,2,2,2,2,2,2,2,2,2
"3840",0,1,2,0,0,0,0,0,0,0,0
"3841",0,1,1,0,0,0,0,0,0,0,0
"1908",0,0,1,2,2,2,2,1,1,1,1
"1909",0,0,1,2,2,2,2,1,1,1,1
"4345",1,1,1,0,2,0,0,0,0,0,0
"3842",0,1,2,0,0,0,0,0,0,0,0
"1910",0,0,1,2,2,2,2,1,1,1,1
"6112",1,2,0,2,2,2,2,2,2,2,2
"3843",0,1,0,0,0,0,0,0,0,0,0
"2608",1,0,2,2,2,2,2,2,2,2,2
"4346",1,1,0,0,2,0,0,0,0,0,0
"6113",1,2,0,2,2,2,2,2,2,2,2
"2609",1,0,2,2,2,2,2,2,2,2,2
"3844",0,1,0,0,0,0,0,0,0,0,0
"2610",1,0,2,2,2,2,2,2,2,2,2
"1911",0,0,1,2,2,2,2,1,1,1,1
"1912",0,0,1,2,2,2,2,1,1,1,1
"1913",0,0,0,2,2,2,2,1,1,1,1
"1914",0,0,0,2,2,2,2,1,1,1,1
"1915",0,0,1,2,2,2,2,1,1,1,1
"1916",0,0,1,2,2,2,2,1,1,1,1
"1917",0,0,1,2,2,2,2,1,1,1,1
"3845",0,1,2,0,0,0,0,0,0,0,0
"1918",0,0,0,2,2,2,2,1,1,1,1
"4347",1,1,0,0,2,0,0,0,0,0,0
"3846",0,1,0,0,0,0,0,0,0,0,0
"1919",0,0,1,2,2,2,2,1,1,1,1
"5277",0,2,2,2,2,2,2,2,2,2,2
"1920",0,0,0,2,2,2,2,1,1,1,1
"1921",0,0,0,2,2,2,2,1,1,1,1
"1922",0,0,0,2,2,2,2,1,1,1,1
"1923",0,0,1,2,2,2,2,1,1,1,1
"1924",0,0,1,2,2,2,2,1,1,1,1
"5278",0,2,2,2,2,2,2,2,2,2,2
"2611",1,0,2,2,2,2,2,2,2,2,2
"3847",0,1,2,0,0,0,0,0,0,0,0
"3848",0,1,0,0,0,0,0,0,0,0,0
"3849",0,1,0,0,0,0,0,0,0,0,0
"2612",1,0,2,2,2,2,2,2,2,2,2
"1925",0,0,1,2,2,2,2,1,1,1,1
"1926",0,0,1,2,2,2,2,1,1,1,1
"1927",0,0,1,2,2,2,2,1,1,1,1
"3850",0,1,0,0,0,0,0,0,0,0,0
"1928",0,0,0,2,2,2,2,1,1,1,1
"3851",0,1,0,0,0,0,0,0,0,0,0
"3852",0,1,0,0,0,0,0,0,0,0,0
"2613",1,0,2,2,2,2,2,2,2,2,2
"1929",0,0,1,2,2,2,2,1,1,1,1
"6114",1,2,0,2,2,2,2,2,2,2,2
"3853",0,1,2,0,0,0,0,0,0,0,0
"1930",0,0,1,2,2,2,2,1,1,1,1
"4348",1,1,0,0,2,0,0,0,0,0,0
"1931",0,0,0,2,2,2,2,1,1,1,1
"5279",0,2,1,2,2,2,2,2,2,2,2
"1932",0,0,1,2,2,2,2,1,1,1,1
"1933",0,0,1,2,2,2,2,1,1,1,1
"5280",0,2,2,2,2,2,2,2,2,2,2
"2614",1,0,0,2,2,2,2,2,2,2,2
"1934",0,0,1,2,2,2,2,1,1,1,1
"3854",0,1,0,0,0,0,0,0,0,0,0
"5281",0,2,2,2,2,2,2,2,2,2,2
"3855",0,1,2,0,0,0,0,0,0,0,0
"4349",1,1,1,0,2,0,0,0,0,0,0
"1935",0,0,1,2,2,2,2,1,1,1,1
"6115",1,2,0,2,2,2,2,2,2,2,2
"4350",1,1,0,0,2,0,0,0,0,0,0
"3856",0,1,1,0,0,0,0,0,0,0,0
"4351",1,1,0,0,2,0,0,0,0,0,0
"1936",0,0,0,2,2,2,2,1,1,1,1
"1937",0,0,0,2,2,2,2,1,1,1,1
"1938",0,0,1,2,2,2,2,1,1,1,1
"4352",1,1,1,0,2,0,0,0,0,0,0
"5282",0,2,2,2,2,2,2,2,2,2,2
"4353",1,1,0,0,2,0,0,0,0,0,0
"2615",1,0,2,2,2,2,2,2,2,2,2
"1939",0,0,1,2,2,2,2,1,1,1,1
"3857",0,1,0,0,0,0,0,0,0,0,0
"3858",0,1,0,0,0,0,0,0,0,0,0
"2616",1,0,1,2,2,2,2,2,2,2,2
"3859",0,1,2,0,0,0,0,0,0,0,0
"1940",0,0,1,2,2,2,2,1,1,1,1
"1941",0,0,1,2,2,2,2,1,1,1,1
"3860",0,1,0,0,0,0,0,0,0,0,0
"1942",0,0,2,2,2,2,2,1,1,1,1
"1943",0,0,2,2,2,2,2,1,1,1,1
"3861",0,1,0,0,0,0,0,0,0,0,0
"3862",0,1,2,0,0,0,0,0,0,0,0
"1944",0,0,1,2,2,2,2,1,1,1,1
"5283",0,2,2,2,2,2,2,2,2,2,2
"1945",0,0,0,2,2,2,2,1,1,1,1
"4354",1,1,0,0,2,0,0,0,0,0,0
"1946",0,0,0,2,2,2,2,1,1,1,1
"2617",1,0,0,2,2,2,2,2,2,2,2
"1947",0,0,2,2,2,2,2,1,1,1,1
"5284",0,2,2,2,2,2,2,2,2,2,2
"1948",0,0,0,2,2,2,2,1,1,1,1
"3863",0,1,2,0,0,0,0,0,0,0,0
"3864",0,1,0,0,0,0,0,0,0,0,0
"3865",0,1,0,0,0,0,0,0,0,0,0
"3866",0,1,1,0,0,0,0,0,0,0,0
"2618",1,0,2,2,2,2,2,2,2,2,2
"3867",0,1,0,0,0,0,0,0,0,0,0
"5285",0,2,2,2,2,2,2,2,2,2,2
"6116",1,2,0,2,2,2,2,2,2,2,2
"4355",1,1,0,0,2,0,0,0,0,0,0
"3868",0,1,0,0,0,0,0,0,0,0,0
"3869",0,1,0,0,0,0,0,0,0,0,0
"2619",1,0,2,2,2,2,2,2,2,2,2
"3870",0,1,2,0,0,0,0,0,0,0,0
"1949",0,0,0,2,2,2,2,1,1,1,1
"3871",0,1,1,0,0,0,0,0,0,0,0
"1950",0,0,2,2,2,2,2,1,1,1,1
"1951",0,0,1,2,2,2,2,1,1,1,1
"2620",1,0,2,2,2,2,2,2,2,2,2
"2621",1,0,2,2,2,2,2,2,2,2,2
"3872",0,1,0,0,0,0,0,0,0,0,0
"6117",1,2,0,2,2,2,2,2,2,2,2
"3873",0,1,2,0,0,0,0,0,0,0,0
"3874",0,1,0,0,0,0,0,0,0,0,0
"4356",1,1,0,0,2,0,0,0,0,0,0
"3875",0,1,0,0,0,0,0,0,0,0,0
"3876",0,1,2,0,0,0,0,0,0,0,0
"4357",1,1,0,0,2,0,0,0,0,0,0
"4358",1,1,0,0,2,0,0,0,0,0,0
"6118",1,2,0,2,2,2,2,2,2,2,2
"1952",0,0,1,2,2,2,2,1,1,1,1
"1953",0,0,1,2,2,2,2,1,1,1,1
"1954",0,0,0,2,2,2,2,1,1,1,1
"5286",0,2,2,2,2,2,2,2,2,2,2
"2622",1,0,2,2,2,2,2,2,2,2,2
"5287",0,2,2,2,2,2,2,2,2,2,2
"3877",0,1,0,0,0,0,0,0,0,0,0
"3878",0,1,0,0,0,0,0,0,0,0,0
"3879",0,1,0,0,0,0,0,0,0,0,0
"5288",0,2,1,2,2,2,2,2,2,2,2
"3880",0,1,0,0,0,0,0,0,0,0,0
"1955",0,0,2,2,2,2,2,1,1,1,1
"3881",0,1,2,0,0,0,0,0,0,0,0
"5289",0,2,2,2,2,2,2,2,2,2,2
"3882",0,1,2,0,0,0,0,0,0,0,0
"1956",0,0,0,2,2,2,2,1,1,1,1
"1957",0,0,2,2,2,2,2,1,1,1,1
"3883",0,1,0,0,0,0,0,0,0,0,0
"2623",1,0,2,2,2,2,2,2,2,2,2
"1958",0,0,1,2,2,2,2,1,1,1,1
"2624",1,0,2,2,2,2,2,2,2,2,2
